record_id,sensor_id,location,soil_moisture_percent,temperature_celsius,humidity_percent,timestamp,status,battery_voltage,irrigation_action
2434,SENSOR_6,Farm A,32.57810329139173,20.58227967829296,29.240022916827677,2025-07-03 20:08:39.415458304,Critical Low,3.942759273114296,
2435,SENSOR_5,Farm A,54.48868669403407,20.03189945807714,37.38063119058707,2025-07-07 07:25:23.273571584,Normal,4.112313790137861,Irrigate
2436,SENSOR_16,Farm B,56.234059343209694,24.68052509309397,81.65370304447065,2025-07-01 02:37:44.765060608,Dry,3.3151748886138903,Irrigate
2437,SENSOR_11,Farm A,9.827479322989149,32.21443824972059,80.7344129764023,2025-06-30 14:39:12.138116096,Critical High,3.950927838512669,Reduce Irrigation
2438,SENSOR_1,Farm C,52.405386343530864,31.97598116479533,63.42277966861738,2025-07-03 05:13:01.113395200,Critical Low,3.688728008306908,Reduce Irrigation
2439,SENSOR_2,Farm D,61.44157264987869,27.91273782093245,37.029290500151376,2025-07-04 17:46:03.879815680,Dry,3.4230459880627637,Reduce Irrigation
2440,SENSOR_18,Farm D,18.37596630694179,27.009943687467157,79.74021833980208,2025-07-04 22:25:39.741988096,Wet,3.4272970206031914,
2441,SENSOR_2,Farm D,40.45610107900821,31.997083337097237,69.84561358010546,2025-07-03 21:05:54.517823232,Critical Low,3.429457680054032,Reduce Irrigation
2442,SENSOR_10,Farm B,4.886702865156417,28.350152904927533,69.52544682815982,2025-07-01 10:48:12.845005824,Critical Low,2.9653163695832374,Irrigate
2443,SENSOR_11,Farm D,6.138253882490214,22.52408012057208,77.86395173305834,2025-07-01 18:22:01.790656000,Normal,3.3770800393029674,
2444,SENSOR_2,Farm D,37.66361544900518,18.28848970132565,60.342192459304286,2025-07-06 11:23:46.217480704,Critical Low,3.386029470338196,Irrigate
2445,SENSOR_1,Farm A,27.423143779712102,35.133498758116474,55.93599154599118,2025-07-06 14:00:35.870980352,Wet,3.174607970247928,Irrigate
2446,SENSOR_14,Farm B,8.180779327912733,18.067167593061598,44.35842174769597,2025-07-05 05:50:21.993190656,Dry,4.0762068361898525,Reduce Irrigation
2447,SENSOR_1,Farm C,55.54420078780437,19.075340395928155,83.9028123387204,2025-07-05 04:14:03.276372224,Critical High,3.120799642590476,Irrigate
2448,SENSOR_2,Farm A,43.26147437263004,32.05225393958968,54.05448110086496,2025-07-04 17:12:05.369505024,Wet,3.9306621187556177,
2449,SENSOR_8,Farm B,47.18210050154433,23.379947786717743,89.39828143591103,2025-07-01 23:44:39.578211072,Wet,3.061992786184477,Irrigate
2450,SENSOR_3,Farm D,34.907212552823026,23.389584899230247,69.57948534648419,2025-07-03 13:06:24.973013248,Dry,3.638963524070814,
2451,SENSOR_19,Farm C,14.503935063586235,33.137226609138764,43.91292796889988,2025-07-05 09:29:12.353244672,Wet,4.170440676315078,
2452,SENSOR_1,Farm B,10.023843001427984,29.866329574242627,50.1677721201125,2025-07-04 07:10:52.371249664,Dry,4.010904596641209,Irrigate
2453,SENSOR_7,Farm A,31.30853539827476,34.15688813994607,55.98459868277674,2025-06-30 17:10:36.344610816,Dry,3.9949126675558366,Irrigate
2454,SENSOR_11,Farm D,5.1524673227023605,16.9378313126117,82.36077714160898,2025-07-07 04:12:41.200203520,Critical High,3.857000706829653,
2455,SENSOR_13,Farm D,34.028677411913016,19.86406107903392,87.05327822423033,2025-07-06 10:10:49.494422528,Critical High,3.067552408240822,
2456,SENSOR_4,Farm C,50.48887618634164,30.299229640458517,62.952322871416335,2025-07-02 09:17:54.740722688,Wet,3.059741348609432,Irrigate
2457,SENSOR_18,Farm C,33.22865157204261,21.857018542388147,43.71118303944127,2025-07-04 20:18:53.996758272,Critical Low,4.067473962158026,Irrigate
2458,SENSOR_7,Farm C,44.15549706731999,32.483729571709645,88.82775485548791,2025-07-06 23:11:03.517722624,Wet,3.239185237054686,Reduce Irrigation
2459,SENSOR_3,Farm D,25.002113618132103,26.945536128939345,70.55902849464215,2025-07-01 06:00:57.813571072,Wet,3.900684649754585,Irrigate
2460,SENSOR_20,Farm B,34.30647782825832,31.494808288379545,63.20036757651016,2025-07-04 01:30:23.418266880,Critical Low,4.075168032126566,Reduce Irrigation
2461,SENSOR_1,Farm A,33.400211998767425,30.545115038485605,58.68124694952847,2025-07-03 17:44:54.711848704,Normal,3.436297399887207,
2462,SENSOR_5,Farm D,9.151108149715316,35.88947499712356,43.38137387121628,2025-07-03 10:06:52.775853824,Dry,4.07842306017549,
2463,SENSOR_9,Farm A,51.24224485675868,35.13527520653067,73.07034977197416,2025-07-06 08:39:01.264192512,Critical Low,3.893433208615277,Reduce Irrigation
2464,SENSOR_2,Farm C,9.790431171900114,22.47785590306753,82.01458236857138,2025-07-03 05:12:47.910809600,Wet,3.583813523464227,Irrigate
2465,SENSOR_8,Farm A,46.2112089320069,31.14901240366101,57.70119641818506,2025-07-01 00:39:08.190144768,Critical High,3.135820273470113,Reduce Irrigation
2466,SENSOR_8,Farm D,48.6091613625105,26.26813283108564,55.764830777780695,2025-07-01 01:00:46.181807616,Critical Low,2.971134183932077,Reduce Irrigation
2467,SENSOR_13,Farm D,38.60532315938535,35.140306294952964,58.21006397483436,2025-06-30 21:11:00.965418752,Critical Low,3.6409969598533807,
2468,SENSOR_11,Farm B,38.10745343269297,32.17412653152756,33.08971803008293,2025-07-03 09:56:20.268133376,Wet,3.412182728616088,Reduce Irrigation
2469,SENSOR_8,Farm D,38.89018343929464,34.20999012873644,37.001085744018575,2025-07-05 13:13:10.443409152,Dry,3.622621595879628,Reduce Irrigation
2470,SENSOR_15,Farm A,36.01754019373413,29.487128149495906,47.67885786826149,2025-07-01 23:52:35.086424832,Normal,3.40675090818173,Reduce Irrigation
2471,SENSOR_14,Farm A,47.217113444561726,24.47316721252837,35.22692599940327,2025-07-05 01:17:27.918586368,Normal,4.157851387857354,
2472,SENSOR_14,Farm B,3.0392227306714394,18.972601253443763,49.23844528558261,2025-07-05 08:01:35.592537600,Dry,3.7753380891906496,Reduce Irrigation
2473,SENSOR_15,Farm C,10.381801553059525,33.23994736249537,68.82292852002098,2025-07-02 08:24:45.355909888,Dry,3.801736263325536,Reduce Irrigation
2474,SENSOR_1,Farm B,51.16947238943755,33.14970327435601,90.58593923463393,2025-07-04 17:40:41.887208960,Normal,4.165524605205828,Irrigate
2475,SENSOR_14,Farm B,25.182582487108203,30.345221463483405,89.0524013800951,2025-07-05 07:39:30.306895616,Critical Low,3.1551091291676734,
2476,SENSOR_7,Farm D,28.36296309382223,37.155109942745966,32.05962426110333,2025-07-03 19:28:05.335995392,Dry,3.927623197063557,Reduce Irrigation
2477,SENSOR_18,Farm B,24.788225439972027,20.425048935710706,83.12111771175547,2025-07-02 21:55:44.605580288,Critical High,3.6279210850207946,Reduce Irrigation
2478,SENSOR_8,Farm B,41.15505292424572,29.77030848321894,68.04629249340343,2025-07-04 20:45:41.327196672,Normal,3.049449663344591,Reduce Irrigation
2479,SENSOR_6,Farm C,38.074244664352776,22.976529643595544,80.976753781025,2025-07-07 08:14:21.040309504,Critical Low,3.2733980797418667,Irrigate
2480,SENSOR_14,Farm A,47.25410457424907,34.94847503616295,79.63018523470006,2025-07-03 12:52:23.710908672,Critical Low,3.002179727243416,Reduce Irrigation
2481,SENSOR_3,Farm D,33.126686530917425,29.739755882117013,81.2782613230148,2025-07-03 07:03:07.348376320,Dry,3.026314795087782,Reduce Irrigation
2482,SENSOR_19,Farm B,22.90076367042214,22.975919574147085,67.70728374828856,2025-07-03 19:04:44.484734208,Critical Low,3.5365802310714547,
2483,SENSOR_20,Farm D,30.976565550820062,28.42415935567814,77.10383731663299,2025-07-01 02:44:02.807783168,Critical Low,3.0379641383693072,
2484,SENSOR_16,Farm A,11.894786944765515,23.955174249761352,33.0792669725753,2025-07-04 09:49:10.288166912,Dry,3.865705901135658,
2485,SENSOR_3,Farm C,39.406250090752174,30.523539816821383,34.0239455448674,2025-07-02 20:35:57.618325504,Critical High,3.5137759682656715,Irrigate
2486,SENSOR_14,Farm B,9.946170840194586,19.517726296427224,49.79998977768257,2025-07-01 10:13:46.721704448,Dry,3.866412695163621,Reduce Irrigation
2487,SENSOR_13,Farm A,33.61019157369599,26.301249623993765,38.56499611199352,2025-07-03 19:24:32.299042560,Normal,3.7193157225322966,Irrigate
2488,SENSOR_2,Farm B,56.04235657422991,30.042513075991085,65.75756940625844,2025-06-30 14:39:25.036945408,Critical Low,3.445345156147612,Irrigate
2489,SENSOR_5,Farm A,6.547036809554095,30.33280670887444,85.5735515433477,2025-07-03 08:43:06.684247552,Wet,3.9389443565119135,Reduce Irrigation
2490,SENSOR_7,Farm D,39.51384508934788,27.52331468153436,70.46516082731424,2025-07-01 07:37:42.610835968,Dry,3.163615359412821,Irrigate
2491,SENSOR_16,Farm D,51.11081905045536,19.28346259524524,76.50322291849318,2025-06-30 18:07:26.286367488,Normal,3.6200595397277127,Irrigate
2492,SENSOR_12,Farm A,47.888582659627154,21.93243447610956,88.67552173878444,2025-07-06 06:48:27.134105088,Critical Low,3.512345755616914,Reduce Irrigation
2493,SENSOR_6,Farm C,57.32782674294929,18.93186024509536,72.0360508803175,2025-07-06 22:01:30.560631552,Normal,2.9310486591726543,
2494,SENSOR_9,Farm B,51.406607694402126,29.02399048316469,29.760119583948526,2025-07-02 00:31:54.304591360,Critical Low,3.096541913909565,Irrigate
2495,SENSOR_12,Farm B,52.91289641508317,23.64629362852256,55.842045087184495,2025-07-04 07:31:13.705613312,Wet,3.750650540141919,Reduce Irrigation
2496,SENSOR_18,Farm C,19.600300476632857,24.986476010006403,45.904890160600274,2025-07-02 12:11:09.342317824,Normal,3.915730312609739,Reduce Irrigation
2497,SENSOR_13,Farm C,12.64695748150188,22.007180560122062,52.10165319991312,2025-07-03 23:56:21.116240896,Dry,3.2119261091681293,Reduce Irrigation
2498,SENSOR_10,Farm C,56.56625069754456,25.822487316765372,87.26534152872034,2025-07-03 14:29:47.700694528,Dry,4.2,
2499,SENSOR_17,Farm B,36.48386607211248,17.808426295269964,47.54503846256876,2025-07-02 10:42:32.336819712,Critical Low,3.771538900556295,Irrigate
2500,SENSOR_6,Farm D,29.1201947103871,30.299206410170683,37.70354529196455,2025-07-05 10:13:57.943427584,Wet,3.644228707605873,Irrigate
2501,SENSOR_10,Farm C,23.87964345005124,25.15471381333001,81.79620646804005,2025-07-01 11:04:12.513256704,Wet,3.771073554960728,Irrigate
2502,SENSOR_4,Farm D,38.58096265856896,25.799810976848967,58.72023810723134,2025-06-30 22:53:46.266589440,Wet,3.188205055386485,
2503,SENSOR_15,Farm C,39.71516015800008,27.74810549044956,87.69606973640664,2025-07-05 21:23:21.172997376,Wet,3.954153607706914,Reduce Irrigation
2504,SENSOR_4,Farm B,55.57407694072192,19.426973646961343,73.8725069271147,2025-07-05 04:31:05.272836864,Dry,3.7820584261784846,Irrigate
2505,SENSOR_8,Farm C,34.14277066609243,31.074574290666845,73.43373270241673,2025-07-04 00:45:35.184547840,Dry,3.396149897806005,Irrigate
2506,SENSOR_14,Farm A,6.556587414745877,29.662671162176014,39.83287727524925,2025-07-03 19:39:47.425585920,Critical High,4.097019233407056,Irrigate
2507,SENSOR_1,Farm A,14.532410950724447,19.423169955326244,81.49218268124578,2025-07-04 00:34:29.748873728,Dry,3.529495912977647,
2508,SENSOR_20,Farm C,7.2458227378636195,17.70234602562378,62.14001270840168,2025-07-03 14:33:42.151986432,Wet,4.05567813075723,
2509,SENSOR_8,Farm D,25.058491336864808,29.05934098832861,51.11545250762492,2025-07-03 07:14:38.127073536,Critical Low,3.517438506995476,Reduce Irrigation
2510,SENSOR_10,Farm C,57.10514027525311,24.58736366895869,35.844272599192294,2025-07-04 00:57:10.308486912,Critical Low,4.2,Reduce Irrigation
2511,SENSOR_4,Farm D,35.65488027126205,25.203345124622064,56.525261762140616,2025-07-04 05:43:56.846272000,Wet,3.2119595394071374,
2512,SENSOR_17,Farm C,48.42455044286758,28.792777965271803,67.40502218099329,2025-07-05 08:49:29.167368960,Wet,4.12175176191581,Reduce Irrigation
2513,SENSOR_20,Farm D,41.73171530042541,32.056408718346816,29.6374589802818,2025-07-05 12:01:33.002528512,Wet,3.924578138408336,Reduce Irrigation
2514,SENSOR_3,Farm C,22.42019379778227,29.188154707865884,68.74642628503877,2025-07-03 04:42:46.903098880,Dry,3.853817721959944,
2515,SENSOR_14,Farm B,53.3689496838635,32.193297082130066,45.7582206009465,2025-07-03 10:40:03.879646464,Critical Low,3.274276360797145,Irrigate
2516,SENSOR_2,Farm C,29.81234772245439,24.621545328780027,64.46916278185437,2025-07-03 04:03:39.788502272,Dry,3.2041073645476947,
2517,SENSOR_17,Farm D,36.12097031737878,19.856872721716087,60.398118251045865,2025-07-04 07:03:44.664708096,Dry,3.918574714745546,
2518,SENSOR_1,Farm B,35.81227527118649,23.039807545005417,65.09577035958186,2025-07-03 17:16:09.860922624,Critical Low,3.3906940182263186,Irrigate
2519,SENSOR_14,Farm D,50.970836060418456,19.64065657087964,81.51652554540567,2025-07-06 17:36:20.712704512,Normal,4.038844693035856,Irrigate
2520,SENSOR_2,Farm B,21.111483210293056,24.945694086976417,74.09763347111917,2025-07-05 09:33:50.894673152,Normal,4.071139389365139,
2521,SENSOR_1,Farm D,54.369865260532656,32.0810868102866,59.06589324470394,2025-07-06 19:06:28.941718272,Critical High,3.240319799061529,Reduce Irrigation
2522,SENSOR_2,Farm D,59.82475387591639,26.407687836227066,40.42420174151819,2025-07-05 11:40:57.235741440,Dry,3.3475140539675565,Reduce Irrigation
2523,SENSOR_14,Farm D,57.5213171916773,23.530129195253643,61.99318783186381,2025-07-07 07:06:09.053139712,Wet,3.2950004296480304,Reduce Irrigation
2524,SENSOR_7,Farm D,6.662359201761776,19.37819182446336,60.4431766761723,2025-07-04 23:30:41.712411648,Critical High,3.024724921293368,
2525,SENSOR_4,Farm B,33.670975688358354,19.515477222578195,54.741896229386185,2025-07-07 05:52:06.619474944,Normal,3.662785103628806,Reduce Irrigation
2526,SENSOR_1,Farm D,5.74769908950739,17.682549394958162,54.48400737235576,2025-07-01 16:19:22.934381056,Critical High,3.185336838379589,Irrigate
2527,SENSOR_18,Farm B,32.461022363021705,35.97794850123132,72.29045541020336,2025-06-30 22:47:51.026794240,Wet,3.6328805142131015,Irrigate
2528,SENSOR_15,Farm A,12.667892705878874,28.919565061565425,84.51504112167177,2025-07-04 14:07:27.988055552,Critical High,3.743321056138005,Irrigate
2529,SENSOR_9,Farm C,10.089318830549251,22.43112346196463,89.08567427503573,2025-07-07 09:10:31.434270208,Dry,3.145204638361883,Reduce Irrigation
2530,SENSOR_19,Farm B,24.676727628735904,22.134991751948423,61.56166504524676,2025-07-03 11:20:30.276324608,Critical Low,3.5520501729367666,
2531,SENSOR_7,Farm A,41.94424519327462,23.138090501489785,82.36392791326044,2025-07-02 01:15:22.164627456,Critical High,3.3000318611465067,Reduce Irrigation
2532,SENSOR_10,Farm C,12.012907600591063,32.176242410095135,72.7813324231887,2025-07-04 04:34:33.952681472,Dry,3.964271869038544,Reduce Irrigation
2533,SENSOR_3,Farm D,8.192715538712438,23.173262436410155,31.86753505191338,2025-07-05 01:40:38.850956032,Normal,3.1670084411347768,
2534,SENSOR_20,Farm C,26.40094031833325,32.415744448382256,53.06066975187648,2025-07-02 18:21:27.770501376,Wet,3.958809246320859,
2535,SENSOR_1,Farm B,32.90041981499776,18.55937092703698,70.51194489365291,2025-07-05 12:36:59.420862464,Wet,3.4396843537744184,Reduce Irrigation
2536,SENSOR_16,Farm D,20.77932007782216,24.451350746901426,61.58592175794799,2025-07-07 07:47:09.853835776,Dry,3.966660791108127,Reduce Irrigation
2537,SENSOR_12,Farm D,49.90483193435753,23.816540765302104,36.6990699215791,2025-07-06 18:49:38.165873920,Normal,3.180321825485674,Reduce Irrigation
2538,SENSOR_13,Farm A,49.562072748585,19.76947136064949,80.14082373316698,2025-07-02 14:26:43.972864256,Wet,3.97243659742438,
2539,SENSOR_17,Farm D,20.70885137561601,24.051353141254,34.32206832221316,2025-07-02 20:16:19.435416320,Normal,2.967980119855882,Reduce Irrigation
2540,SENSOR_2,Farm B,24.151848190221763,33.92869295580425,34.37755760977776,2025-07-03 03:42:12.818522880,Critical Low,3.406660862908588,Irrigate
2541,SENSOR_14,Farm B,52.70057373782189,34.23378340047752,46.55006729249302,2025-07-03 07:31:09.335534336,Critical High,3.5840895725949857,
2542,SENSOR_10,Farm B,4.851435123773792,31.80488417210696,64.886996654446,2025-07-01 06:43:49.721848320,Critical Low,2.957546773096575,Irrigate
2543,SENSOR_1,Farm D,46.84182320413082,28.03592312971901,39.00989881250047,2025-07-05 20:26:31.097046528,Critical Low,3.6276317245958816,Irrigate
2544,SENSOR_10,Farm C,55.53470974406744,24.50356929830605,26.923026013006176,2025-07-03 02:40:30.620019712,Critical Low,4.123345269571925,Reduce Irrigation
2545,SENSOR_2,Farm B,21.9451601352356,26.65213853376523,71.19542111269195,2025-07-06 15:59:04.736894464,Normal,4.014920634493154,
2546,SENSOR_4,Farm A,20.312061334648945,26.493245341258906,77.84668279541972,2025-07-06 23:47:52.935565312,Dry,3.404183618050008,
2547,SENSOR_12,Farm D,59.48041412983639,33.353810302772686,48.03484284237846,2025-06-30 18:08:49.025778176,Dry,3.0971215656080617,Irrigate
2548,SENSOR_11,Farm B,5.491399357722771,35.5034671172227,76.01745143999122,2025-07-07 10:00:22.022562816,Normal,3.146769153485956,Irrigate
2549,SENSOR_7,Farm A,14.344210566974164,18.062064642695777,71.71997715096113,2025-07-05 11:49:45.969341696,Critical High,3.198370346363516,Reduce Irrigation
2550,SENSOR_18,Farm B,52.95038136771796,33.99208533348045,83.6903919960997,2025-07-04 04:23:07.935384320,Wet,3.75586670233413,Irrigate
2551,SENSOR_2,Farm C,10.15019652933527,22.14085322486,83.96697439234963,2025-07-03 06:41:09.610541824,Wet,3.650808771442079,Irrigate
2552,SENSOR_17,Farm D,19.0257395685782,26.50993305133401,28.614096456862377,2025-07-04 04:04:29.214080000,Normal,2.9209154143141305,Reduce Irrigation
2553,SENSOR_7,Farm D,37.33376702184948,27.84105629856375,71.58728391241789,2025-07-02 19:55:26.482731776,Dry,3.1223727765413853,Irrigate
2554,SENSOR_6,Farm D,43.23254794244667,20.95801570982045,41.09449908032085,2025-07-04 21:20:52.263507968,Critical High,3.6605543982585584,Irrigate
2555,SENSOR_11,Farm D,55.41825815305357,31.00463969122082,29.36640133418184,2025-07-01 05:30:48.646221056,Dry,3.4565265031875807,Irrigate
2556,SENSOR_12,Farm D,5.8914842805570045,24.32360816333316,86.42917130028839,2025-07-04 21:05:17.926582272,Critical Low,3.820480241269685,Irrigate
2557,SENSOR_8,Farm D,20.17755825291068,23.113364559005056,31.8493790339506,2025-07-02 11:45:09.354841600,Normal,4.060806675941113,Reduce Irrigation
2558,SENSOR_14,Farm B,55.83877836142546,33.273296212813044,45.55514720552447,2025-06-30 17:01:11.934854400,Critical High,3.669229134851776,
2559,SENSOR_12,Farm C,57.195122658003854,27.356175391219026,81.85330572896807,2025-07-04 09:44:37.180053248,Normal,3.86783537634668,
2560,SENSOR_6,Farm A,14.707179822735087,21.562672682383628,74.55499674914242,2025-07-04 14:00:43.603378688,Normal,4.024878078374006,Irrigate
2561,SENSOR_15,Farm D,30.251795924335944,22.93170577148892,37.59369082332568,2025-07-03 12:49:41.101672448,Critical High,3.011244645354656,
2562,SENSOR_13,Farm A,33.44525642320121,32.76060881009522,42.11265922998169,2025-07-01 02:04:55.543658496,Wet,3.076692280794918,Reduce Irrigation
2563,SENSOR_3,Farm A,19.54092969985778,22.76323431736713,34.80192491501951,2025-07-06 18:13:37.142246912,Critical Low,3.4182734634677607,Irrigate
2564,SENSOR_8,Farm A,44.89355649413501,35.22047126015707,53.33577123828899,2025-07-04 19:28:52.506066688,Critical High,3.101658926525344,Reduce Irrigation
2565,SENSOR_5,Farm D,49.72072469879925,21.047237343392997,50.86906791939809,2025-07-01 09:16:58.897044736,Critical Low,3.439722362617968,
2566,SENSOR_16,Farm A,39.564482684776834,21.13511051450492,68.19877606194545,2025-07-04 02:48:59.898392064,Critical High,4.136517938713388,Reduce Irrigation
2567,SENSOR_4,Farm D,37.752365683447145,27.3315656392368,31.210243378058426,2025-07-04 00:32:55.991362304,Wet,3.273332503061435,Reduce Irrigation
2568,SENSOR_7,Farm A,32.85144167562739,32.63742786268208,60.52034248006619,2025-07-01 00:06:41.291557376,Dry,3.905002991964871,Irrigate
2569,SENSOR_6,Farm D,15.59549627219988,25.109677651440464,48.77502157640542,2025-07-04 18:43:23.831468800,Critical Low,3.6328027528207447,Irrigate
2570,SENSOR_5,Farm A,53.96243080448318,29.20268161223289,66.8744881204575,2025-07-06 04:07:47.360572160,Critical High,3.932730772227643,Irrigate
2571,SENSOR_18,Farm D,45.810794969182346,32.69582083399965,92.0689326954213,2025-07-05 18:17:37.867902976,Critical Low,3.1529841536493137,
2572,SENSOR_7,Farm D,31.61226144361244,33.90036439697625,33.2381081803131,2025-07-01 23:45:05.562091264,Dry,3.816713629646173,Reduce Irrigation
2573,SENSOR_3,Farm C,51.98731518192288,28.18390406494366,32.20714081249463,2025-07-06 13:04:41.902592000,Wet,3.0418837403380423,Irrigate
2574,SENSOR_12,Farm D,25.85463141481119,31.538198773874623,44.670412566299525,2025-07-02 22:53:42.120368640,Critical Low,3.794122537491397,Reduce Irrigation
2575,SENSOR_10,Farm C,23.9946962091313,22.630111637826637,85.66354466821429,2025-07-07 03:02:33.711337472,Wet,3.795901297058219,Irrigate
2576,SENSOR_19,Farm C,16.2378542879459,24.663992116299017,40.92842032130904,2025-07-01 01:59:34.229764864,Dry,2.978781369872144,
2577,SENSOR_6,Farm B,58.70154229954228,22.097785427508352,75.59264218306075,2025-07-03 22:43:02.414524928,Normal,4.035918229048235,
2578,SENSOR_11,Farm A,20.71776887433763,20.49006917788624,71.73609698381347,2025-07-04 17:06:32.425712384,Normal,4.115122373549938,Reduce Irrigation
2579,SENSOR_15,Farm C,43.391107448638,20.077734431858765,56.502951906541306,2025-07-02 07:09:37.249783552,Normal,3.055360650146084,
2580,SENSOR_7,Farm B,22.17962147029717,34.12352335470744,32.24880229715785,2025-07-05 22:00:12.689854720,Normal,3.595801392930732,
2581,SENSOR_13,Farm D,40.0710559177132,23.050402636466448,39.67786414476986,2025-07-04 22:02:44.107106304,Dry,3.524809529178735,Irrigate
2582,SENSOR_8,Farm B,40.46241349785823,31.33458483287836,73.01703387424736,2025-06-30 17:05:55.247494656,Normal,3.0508700110101623,Reduce Irrigation
2583,SENSOR_13,Farm B,19.60229036773292,26.765312263680794,81.27501210438328,2025-07-04 18:58:24.546530304,Critical High,3.660334609038186,Irrigate
2584,SENSOR_2,Farm C,39.01763809372552,30.786691815399088,39.406968701044825,2025-07-03 23:35:28.017253632,Dry,3.471278023269704,Irrigate
2585,SENSOR_17,Farm C,11.868926301016833,29.75126473447967,75.92679089291262,2025-07-01 22:36:02.671664896,Normal,3.250075593577092,Reduce Irrigation
2586,SENSOR_8,Farm C,15.858575148171685,20.11405290429832,71.28771406450281,2025-07-07 11:12:26.946660864,Wet,3.9259962857695703,Irrigate
2587,SENSOR_4,Farm C,46.72371960470538,27.233489599467024,65.90659437015879,2025-07-06 18:51:37.000580352,Wet,3.2519844487373053,Irrigate
2588,SENSOR_16,Farm B,29.364439362365054,21.29128969079379,92.17628322249236,2025-07-02 14:35:54.543470592,Dry,3.89705134754664,
2589,SENSOR_4,Farm A,35.35350318195397,22.87921821106345,38.70666598395855,2025-07-04 07:48:51.875461632,Critical Low,2.989339726464199,Irrigate
2590,SENSOR_9,Farm D,35.87493506894149,21.81048596972983,83.96739720794237,2025-07-02 18:34:37.787398144,Critical High,3.480538901173214,
2591,SENSOR_14,Farm A,46.68348952920464,21.370234131979096,38.49171413917094,2025-07-05 22:41:09.433981696,Normal,3.893699714221656,
2592,SENSOR_17,Farm B,10.190948719221655,27.819072440404145,69.95742517244342,2025-07-07 00:21:37.045732352,Critical Low,3.660680752873296,Irrigate
2593,SENSOR_12,Farm D,60.7244142880868,29.16920682946356,40.730334348798,2025-07-03 01:35:44.148611584,Dry,3.0377132395002024,Irrigate
2594,SENSOR_7,Farm A,33.59233376443846,24.47398032721624,64.64371596056894,2025-07-06 03:40:30.461683712,Critical Low,3.4169509507745666,Reduce Irrigation
2595,SENSOR_11,Farm B,48.91822357484054,22.787398817954863,70.14934216183124,2025-07-04 00:44:24.398547200,Critical Low,3.296737598832768,Reduce Irrigation
2596,SENSOR_7,Farm D,38.49847142692908,25.48584203917844,72.26653481129068,2025-07-03 07:51:18.606389248,Dry,2.990338743037202,Irrigate
2597,SENSOR_4,Farm D,43.97096123448243,26.31415779596338,30.111405738815463,2025-07-07 01:42:06.540391936,Wet,3.2220013805001613,Reduce Irrigation
2598,SENSOR_16,Farm A,24.20628553391969,30.78499234242128,81.01142124634785,2025-07-04 02:43:45.974883840,Critical High,4.005364428163347,Irrigate
2599,SENSOR_1,Farm D,43.782482467967874,24.370091587950032,83.22168786525746,2025-07-03 19:36:01.024023808,Wet,3.4483660474226707,
2600,SENSOR_2,Farm B,41.47577931605006,28.98849100251144,48.600386896484906,2025-07-05 05:35:47.991907328,Wet,4.14423362599762,Irrigate
2601,SENSOR_11,Farm B,39.16281905219503,31.517696341840768,31.176721203575177,2025-07-02 09:24:46.143955968,Wet,3.4952159036966117,Reduce Irrigation
2602,SENSOR_17,Farm B,7.785896891284979,28.04461971989133,74.06588946518,2025-07-02 19:57:06.856288256,Critical Low,3.5077031053365637,Irrigate
2603,SENSOR_13,Farm D,33.48067383745061,18.07918724866804,90.09953795226768,2025-07-07 00:38:40.441484288,Critical High,3.073328233142397,
2604,SENSOR_18,Farm A,42.250869568829536,24.15547430268242,92.23442804149283,2025-07-05 06:36:26.605935104,Critical High,3.355313601207539,Reduce Irrigation
2605,SENSOR_3,Farm C,48.56117621426535,21.228139940191248,76.12813032986823,2025-07-06 07:09:57.778990336,Critical Low,4.105837323197212,
2606,SENSOR_10,Farm C,61.615345906511926,27.130875306606043,81.47042529393987,2025-07-02 11:03:02.455169792,Dry,4.176518104030264,
2607,SENSOR_5,Farm A,12.938758530704265,22.493572418361573,43.37694508638034,2025-07-04 08:15:55.115976704,Normal,3.529128366569026,Irrigate
2608,SENSOR_13,Farm D,35.046783851216766,27.53213038518027,57.44423502303868,2025-07-07 07:10:10.287616768,Normal,4.089523424925718,
2609,SENSOR_15,Farm C,29.842763048502032,25.448003740508764,70.79714114776287,2025-07-02 18:56:32.105485824,Dry,3.6948947592146144,
2610,SENSOR_16,Farm B,30.866374862164687,25.456544859685884,87.46161011771221,2025-07-01 16:42:19.827772672,Dry,3.9010068823875153,
2611,SENSOR_4,Farm B,9.061771995771617,20.08929720438371,61.44432731231666,2025-07-04 02:48:33.293749504,Wet,3.3818568888873712,Reduce Irrigation
2612,SENSOR_15,Farm D,43.014414187855415,33.64976770049145,55.12005340516942,2025-07-03 06:24:10.920703488,Critical Low,4.04688080813007,
2613,SENSOR_6,Farm A,6.761838350791442,22.157909103813225,56.98650234276598,2025-07-01 16:33:23.033339648,Critical High,3.0271412017736337,Irrigate
2614,SENSOR_20,Farm C,48.235625088437054,26.739737506549616,63.12945515964663,2025-07-06 17:25:56.862391040,Wet,3.765718663237676,Reduce Irrigation
2615,SENSOR_4,Farm C,9.671648690840252,32.73351624470641,71.54286163565197,2025-07-07 10:22:27.731165952,Normal,3.707540912892467,
2616,SENSOR_12,Farm D,6.50357286705683,22.669675605916154,91.23283321151844,2025-07-04 12:22:34.446941184,Critical Low,4.018898953066005,Irrigate
2617,SENSOR_9,Farm A,10.66280016931996,24.84742261629072,36.63893451177916,2025-07-05 22:33:00.550112768,Critical Low,4.2,Reduce Irrigation
